MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Street_0,Alley_0,LotShape_0,CentralAir_0,GarageType_0,Fence_0,PavedDrive_0,LandSlope_0,GarageFinish_0,Electrical_0,SaleCondition_0,SaleType_0,MSSubClass_0,MSZoning_0,ExterQual_0,ExterCond_0,BsmtQual_0,BsmtCond_0,BsmtExposure_0,BsmtFinType1_0,BsmtFinType2_0,HeatingQC_0,KitchenQual_0,FireplaceQu_0,GarageQual_0,GarageCond_0,PoolQC_0,Functional_0,AggSF,bath_score,porch_area,n_porch,pool,pool_score,heat_fireplace_fQc,overall_score,exter_score,Kitchen_score,yr_group,basement_score,big_med_area,Yrs_Remodel,remodel_group,veneer,SalePrice,N_coded_mean,garage_score,HouseAge,liv_ratio,room_size,Total_Rooms,lowqual_ratio,GrLivArea_Score,BsmtFinSF_score,TotalBath_Abv,TotalBath_Bsmt,Bsm_1stFlr_ratio,CarArea,MSSubClass_,YrSold_,MoSold_,YearBuilt_,YearRemodAdd_,GarageYrBlt_,MSZoning_labeled,Street_labeled,Alley_labeled,LotShape_labeled,LandContour_labeled,LotConfig_labeled,LandSlope_labeled,Neighborhood_labeled,Condition1_labeled,Condition2_labeled,BldgType_labeled,HouseStyle_labeled,RoofStyle_labeled,RoofMatl_labeled,Exterior1st_labeled,Exterior2nd_labeled,MasVnrType_labeled,ExterQual_labeled,ExterCond_labeled,Foundation_labeled,BsmtQual_labeled,BsmtCond_labeled,BsmtExposure_labeled,BsmtFinType1_labeled,BsmtFinType2_labeled,Heating_labeled,HeatingQC_labeled,CentralAir_labeled,Electrical_labeled,KitchenQual_labeled,Functional_labeled,FireplaceQu_labeled,GarageType_labeled,GarageFinish_labeled,GarageQual_labeled,GarageCond_labeled,PavedDrive_labeled,PoolQC_labeled,Fence_labeled,MiscFeature_labeled,SaleType_labeled,SaleCondition_labeled,MSSubClass__labeled,YrSold__labeled,MoSold__labeled,YearBuilt__labeled,YearRemodAdd__labeled,GarageYrBlt__labeled
20,RL,120.0,9560,Pave,Does Not Have,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,1.0749710986523657,Unf,0.0,1.0910793589536436,1.1149232103606497,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,Does Not Have,Attchd,1972.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2006,WD,Normal,1,2,2,1,5,0,2,2,2,4,4,4,11,4,2,3,3,3,2,3,1,4,2,0,3,3,0,7,2016,2.0,0,0,0,0,0,35,6,2,1,3.790114607526263,0,34,2,0,128500,197790.31817048488,14.5,34,0.09037656903765691,172.8,7,0.0,4320,0.0,1.0,0.0,0.0012904203823618631,288.0,20,2006,6,1972,1972,1972.0,3,1,0,0,3,0,0,5,2,2,0,2,3,0,8,8,2,3,2,1,4,4,3,5,6,1,0,1,4,3,6,0,1,2,5,5,2,0,0,0,8,4,4,0,8,73,22,59
20,RL,70.0,8294,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1.1146289817116928,1.1146289817116928,GasA,TA,Y,SBrkr,872,0,0,872,0,0,1,0,3,1,TA,5,Typ,0,Does Not Have,Detchd,1974.0,Unf,4,480,TA,TA,Y,0,0,0,0,0,0,Does Not Have,GdWo,Does Not Have,0,6,2007,WD,Normal,1,2,3,1,2,2,2,2,1,4,4,4,11,4,2,2,3,3,1,1,1,2,2,0,3,3,0,7,2210,2.0,0,0,0,0,0,20,4,2,1,1.0,0,36,2,0,123000,144582.94615935674,16.0,36,0.10513624306727755,174.4,7,0.0,3488,0.0,1.0,0.0,0.0012782442450822165,120.0,20,2007,6,1971,1971,1974.0,3,1,0,3,3,4,0,12,2,2,0,2,1,0,8,8,2,3,4,1,4,4,4,6,6,1,4,1,4,3,6,0,5,3,5,5,2,0,2,0,8,4,4,1,8,72,21,61
20,RL,66.0,13695,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1.11239496433799,Unf,0.0,1.0658026224723502,1.125421553818593,GasA,Ex,Y,SBrkr,1114,0,0,1114,1,0,1,0,3,1,Gd,6,Typ,0,Does Not Have,Detchd,2004.0,Unf,2,576,TA,TA,Y,0,78,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,7,2008,WD,Normal,1,2,3,1,2,0,2,2,1,4,4,4,11,4,2,2,4,3,1,6,1,4,3,0,3,3,0,7,2804,2.5,78,1,0,0,0,30,4,3,0,6.799359995931769,0,4,0,0,155000,186695.015663123,12.0,5,0.08134355604235122,185.66666666666666,8,0.0,6684,0.0,1.0,1.0,0.0010102527413093294,288.0,20,2008,7,2003,2004,2004.0,3,1,0,3,3,4,0,20,5,2,0,2,1,0,12,13,2,3,4,2,3,4,4,3,6,1,0,1,4,2,6,0,5,3,5,5,2,0,0,0,8,4,4,2,9,104,54,91
60,RL,70.0,9375,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1.1310994993286205,1.1310994993286205,GasA,Ex,Y,SBrkr,1284,885,0,2169,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,647,TA,TA,Y,192,87,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,8,2007,WD,Normal,1,2,3,1,5,0,2,2,2,4,4,4,14,4,3,2,4,3,1,1,1,4,3,4,3,3,0,7,4100,5.0,279,2,0,0,16,40,6,3,0,1.0,1,5,0,1,228500,197790.31817048488,16.5,5,0.23136,309.85714285714283,11,0.0,17352,0.0,2.5,0.0,0.0008809186131842839,323.5,60,2007,8,2002,2002,2002.0,3,1,0,3,3,4,0,5,2,2,0,5,1,0,12,13,1,2,4,2,3,4,4,6,6,1,0,1,4,2,6,3,1,2,5,5,2,0,0,0,8,4,9,1,10,103,52,89
50,RL,57.0,7558,Pave,Does Not Have,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1.1164530853302448,1.1164530853302448,GasA,Gd,Y,SBrkr,1172,741,0,1913,0,0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2,342,Fa,Fa,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,3,2009,WD,Normal,1,2,3,1,2,0,2,2,1,4,4,4,6,4,2,2,3,3,1,1,1,3,2,3,2,2,0,7,3151,3.0,0,0,0,0,9,36,4,2,2,1.0,1,59,1,0,177000,208618.69984798378,10.5,81,0.25310928817147393,212.55555555555554,12,0.0,11478,0.0,1.5,0.0,0.0009526050216128369,171.0,50,2009,3,1928,1950,1929.0,3,1,0,3,0,4,0,6,2,2,0,0,1,0,3,11,2,3,4,0,4,4,4,6,6,1,2,1,4,3,6,5,5,3,2,2,2,0,0,0,8,4,8,3,5,32,0,18
60,RL,85.0,11103,Pave,Does Not Have,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1.1075892367459272,1.1075892367459272,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2006.0,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,7,2007,New,Partial,1,2,2,1,5,0,2,2,3,4,5,7,14,4,3,2,4,3,1,1,1,4,3,3,3,3,0,7,2624,5.0,0,0,0,0,12,35,6,3,0,1.0,0,1,0,0,155835,197790.31817048488,18.0,1,0.13113572908223003,182.0,12,0.0,10192,0.0,2.5,0.0,0.001521413786738911,220.0,60,2007,7,2006,2006,2006.0,3,1,0,0,3,0,0,5,2,2,0,5,1,0,12,13,2,2,4,2,3,4,4,6,6,1,0,1,4,2,6,5,1,1,5,5,2,0,0,0,6,5,9,1,9,107,56,93
30,RM,50.0,6000,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,1.0562997278189716,Unf,0.0,1.1064989065353381,1.1193297418200208,GasA,Gd,Y,FuseA,960,0,0,960,0,0,1,0,2,1,Fa,5,Typ,0,Does Not Have,Detchd,1997.0,Unf,1,308,TA,TA,Y,0,0,168,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,7,2007,WD,Normal,1,2,3,1,2,0,2,2,1,3,4,4,0,2,2,2,3,3,1,5,1,3,1,0,3,3,0,7,2228,2.0,168,1,0,0,0,16,4,1,2,5.527584666239195,0,57,1,0,108500,129120.76878973105,10.0,87,0.16,192.0,7,0.0,3840,0.0,1.0,0.0,0.0011659684810625217,308.0,30,2007,7,1920,1950,1997.0,4,1,0,3,3,4,0,17,2,2,0,2,3,0,8,8,2,3,4,2,4,4,4,0,6,1,2,1,0,1,6,0,5,3,5,5,2,0,0,0,8,4,5,1,9,24,0,84
20,RL,80.0,20781,Pave,Does Not Have,IR2,Lvl,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1.0652876823518378,Rec,0.9765185323813282,1.1285106728186578,1.1388716755038202,GasA,TA,Y,SBrkr,2156,0,0,2156,0,0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,508,Gd,TA,Y,0,80,0,290,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2006,WD,Normal,1,2,1,1,5,0,2,2,2,4,4,4,11,4,2,2,3,3,1,4,3,2,2,4,4,3,0,7,4232,4.0,370,2,0,0,8,49,4,2,1,6.906103993388446,1,3,0,0,262500,188941.59485501828,17.0,38,0.10374861652471007,239.55555555555554,12,0.0,15092,1.0402731641341232,2.0,0.0,0.000528233615725334,254.0,20,2006,6,1968,2003,1968.0,3,1,0,1,3,1,0,14,4,2,0,2,3,0,3,6,2,3,4,1,4,4,4,1,5,1,4,1,4,3,6,3,1,2,3,5,2,0,0,0,8,4,4,0,8,69,53,55
20,RL,93.0,15306,Pave,Does Not Have,IR1,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,0.9878187037540181,Unf,0.0,1.1408613429081769,1.1426503999565705,GasA,Ex,Y,SBrkr,1776,0,0,1776,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,712,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2007,New,Partial,1,2,2,1,5,0,2,2,3,4,5,7,11,4,3,2,5,3,4,6,1,4,3,4,3,3,0,7,4220,4.5,0,0,0,0,16,40,6,3,0,5.733631920756013,1,0,0,1,283463,238308.1541727995,20.0,1,0.11603292826342611,253.71428571428572,10,0.0,14208,0.0,2.0,1.0,0.0006433842342097807,237.33333333333334,20,2007,5,2006,2007,2006.0,3,1,0,0,1,0,0,23,2,2,0,2,1,0,12,13,3,2,4,2,1,4,2,3,6,1,0,1,4,2,6,3,1,1,5,5,2,0,0,0,6,5,4,1,7,107,57,93
20,RL,66.5,16196,Pave,Does Not Have,IR3,Low,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1.135670326831635,Unf,0.0,0.9342067302312695,1.1367025714579417,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1998.0,RFn,2,514,TA,TA,Y,402,25,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,8,2007,WD,Normal,1,2,0,1,5,0,2,2,2,4,4,4,11,4,3,2,4,3,4,6,1,4,3,2,3,3,0,7,3490,4.5,427,2,0,0,8,35,6,3,0,6.720963756443296,0,9,0,0,215000,186695.015663123,16.5,9,0.09224499876512719,298.8,8,0.0,10458,0.0,2.0,1.0,0.0007608450946840306,257.0,20,2007,8,1998,1998,1998.0,3,1,0,2,2,4,0,20,2,2,0,2,1,0,12,13,2,2,4,2,3,4,2,3,6,1,0,1,4,2,6,2,1,2,5,5,2,0,0,0,8,4,4,1,10,99,48,85
70,RM,50.0,5250,Pave,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,1.058170258315182,Unf,0.0,1.083044101933888,1.1048653174438252,OthW,Fa,N,SBrkr,938,1215,205,2358,0,0,2,0,4,1,TA,8,Typ,0,Does Not Have,Does Not Have,0.0,Does Not Have,0,0,Does Not Have,Does Not Have,Y,0,54,20,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,12,2008,WD,Normal,1,1,3,0,0,0,2,2,0,4,4,4,10,2,2,3,3,2,1,2,1,1,2,0,0,0,0,7,3042,4.0,74,2,0,0,0,40,6,2,2,2.8312837120097356,1,21,2,0,122000,129120.76878973105,0.0,136,0.4491428571428571,269.125,11,0.08693808312128923,18864,0.0,2.0,0.0,0.0011778947947162315,0.0,70,2008,12,1872,1987,0.0,4,1,2,3,3,4,0,17,2,2,0,5,1,0,8,8,2,3,2,0,4,1,4,4,6,4,1,0,4,3,6,0,6,0,0,0,2,0,0,0,8,4,10,2,3,0,37,0
90,RL,91.0,11643,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,1.0907094007120657,Unf,0.0,1.1087642058933107,1.1299730393547047,GasA,TA,Y,SBrkr,1338,1296,0,2634,1,1,2,2,6,2,TA,12,Typ,0,Does Not Have,Detchd,1969.0,Unf,4,968,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,8,2009,WD,Normal,1,2,3,1,2,0,2,2,1,4,4,4,4,4,2,2,3,3,1,2,1,2,2,0,3,3,0,7,4850,6.75,0,0,0,0,0,25,4,4,1,2.855247848502795,1,40,2,1,200000,144582.94615935674,16.0,40,0.22623035300180366,219.5,18,0.0,13170,0.0,3.0,1.5,0.0008445239457060573,242.0,90,2009,8,1969,1969,1969.0,3,1,0,3,3,4,0,12,0,2,2,5,1,0,8,8,1,3,4,1,4,4,4,4,6,1,4,1,4,3,6,0,5,3,5,5,2,0,0,0,8,4,14,3,10,70,19,56
60,RL,70.0,9247,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,1.068927025472325,Unf,0.0,1.094175382923212,1.1146289817116928,GasA,Ex,Y,SBrkr,858,858,0,1716,0,0,1,1,4,1,TA,8,Typ,1,Gd,Attchd,1962.0,Fin,2,490,TA,TA,Y,0,84,0,0,120,0,Does Not Have,Does Not Have,Does Not Have,0,3,2008,WD,Normal,1,2,2,1,5,0,2,2,3,4,4,4,14,4,2,2,3,3,1,3,1,4,2,4,3,3,0,7,3064,3.0,204,2,0,0,16,36,4,2,1,3.7704250266594834,1,46,1,1,171000,144582.94615935674,18.0,46,0.1855736995782416,214.5,11,0.0,10296,0.0,1.5,0.0,0.0012991013772863551,245.0,60,2008,3,1962,1962,1962.0,3,1,0,0,3,4,0,12,2,2,0,5,1,0,6,6,1,3,4,1,4,4,4,5,6,1,0,1,4,3,6,3,1,1,5,5,2,0,0,0,8,4,9,2,5,63,12,49
50,RM,50.0,6000,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1.1057538280238044,1.1057538280238044,GasA,TA,Y,SBrkr,786,390,0,1176,0,0,1,0,2,1,TA,4,Typ,0,Does Not Have,Detchd,1999.0,Unf,2,624,TA,TA,N,210,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,7,2009,WD,Normal,1,2,3,1,2,0,0,2,1,4,4,4,6,2,3,2,3,3,1,1,1,2,2,0,3,3,0,7,2498,2.0,210,1,0,0,0,54,6,2,2,1.0,0,9,0,0,134900,126758.78876588785,12.0,72,0.196,294.0,6,0.0,7056,0.0,1.0,0.0,0.0014068114860353745,312.0,50,2009,7,1937,2000,1999.0,4,1,0,3,3,4,0,3,2,2,0,0,1,0,8,8,2,2,4,0,4,4,4,6,6,1,4,1,4,3,6,0,5,3,5,5,0,0,0,0,8,4,8,3,9,40,50,86
50,RL,56.0,14720,Pave,Does Not Have,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1.112499549666101,Unf,0.0,1.1289723530381068,1.1486160466066857,GasA,Ex,Y,SBrkr,2053,1185,0,3238,1,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3,666,TA,TA,Y,283,86,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,3,2010,WD,Normal,1,2,2,1,5,0,2,2,3,4,4,4,6,4,3,2,4,3,3,6,1,4,3,5,3,3,0,7,5937,5.5,369,2,0,0,20,40,6,3,0,6.659868103506164,1,14,0,1,410000,323182.69526876154,20.0,15,0.21997282608695654,359.77777777777777,13,0.0,25904,0.0,2.5,1.0,0.0005594817567494816,222.0,50,2010,3,1995,1996,1996.0,3,1,0,0,3,1,0,15,2,2,0,0,3,0,12,13,1,2,4,2,3,4,0,3,6,1,0,1,4,2,6,1,1,1,5,5,2,0,0,0,8,4,8,4,5,96,46,83
60,RL,70.0,10316,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1.108004738496382,Unf,0.0,1.0577614022798418,1.1206852923669393,GasA,Ex,Y,SBrkr,992,873,0,1865,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,3,839,TA,TA,Y,0,184,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2008,WD,Normal,1,2,2,1,5,0,2,2,2,4,4,4,14,4,3,2,4,3,1,6,1,4,3,3,3,3,0,7,3696,5.5,184,1,0,0,12,35,6,3,0,6.7973302193132135,1,8,0,0,235000,197790.31817048488,18.5,8,0.18078712679333075,266.42857142857144,11,0.0,13055,0.0,2.5,1.0,0.0011297230769828017,279.6666666666667,60,2008,6,2000,2000,2000.0,3,1,0,0,3,4,0,5,2,2,0,5,1,0,12,13,2,2,4,2,3,4,4,3,6,1,0,1,4,2,6,5,1,2,5,5,2,0,0,0,8,4,9,2,8,101,50,87
80,RL,102.0,10192,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1.0967255233627913,1.0967255233627913,GasA,Gd,Y,SBrkr,1222,698,0,1920,0,0,3,0,4,1,Gd,8,Typ,1,TA,Attchd,1968.0,RFn,2,487,TA,TA,Y,0,98,0,0,0,0,Does Not Have,GdPrv,Does Not Have,0,9,2006,WD,Normal,1,2,2,1,5,4,2,2,2,4,4,4,9,4,2,2,3,3,1,1,1,3,3,3,3,3,0,7,2977,6.0,98,1,0,0,9,42,4,3,1,1.0,1,14,0,1,170000,188941.59485501828,16.5,38,0.18838304552590268,240.0,12,0.0,13440,0.0,3.0,0.0,0.0008974840616716787,243.5,80,2006,9,1968,1992,1968.0,3,1,0,0,3,4,0,14,2,2,0,7,1,0,8,8,1,3,4,1,4,4,4,6,6,1,2,1,4,2,6,5,1,2,5,5,2,0,1,0,8,4,12,0,11,69,42,55
20,RL,73.0,9477,Pave,Does Not Have,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,65.0,TA,TA,CBlock,TA,TA,No,Rec,1.0721314985404802,Unf,0.0,1.0928784816255166,1.1149232103606497,GasA,TA,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,Does Not Have,Attchd,1966.0,RFn,1,264,TA,TA,Y,0,0,0,0,0,0,Does Not Have,GdWo,Does Not Have,0,10,2008,WD,Normal,1,2,3,1,5,2,2,2,2,4,4,4,11,4,2,2,3,3,1,3,1,2,2,0,3,3,0,7,2020,2.0,0,0,0,0,0,25,4,2,1,3.7805689625414782,0,42,2,1,110000,144582.94615935674,14.5,42,0.09412261264113116,178.4,7,0.0,4460,0.0,1.0,0.0,0.0012499139129603697,264.0,20,2008,10,1966,1966,1966.0,3,1,0,3,3,0,0,12,2,2,0,2,1,0,6,6,1,3,4,1,4,4,4,5,6,1,4,1,4,3,6,0,1,2,5,5,2,0,2,0,8,4,4,2,1,67,16,53
20,RL,73.0,12537,Pave,Does Not Have,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1971,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,1.107945666066361,Unf,0.0,1.0727150947679533,1.12408938427006,GasA,Ex,Y,SBrkr,1078,0,0,1078,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1971.0,Fin,2,500,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,4,2010,WD,Normal,1,2,2,1,5,0,2,2,3,4,4,4,11,4,2,2,3,3,1,6,1,4,2,2,3,3,0,7,2656,3.5,0,0,0,0,8,30,4,2,1,6.783480925886019,0,2,0,0,149900,144582.94615935674,18.0,39,0.08598548297040759,179.66666666666666,9,0.0,5390,0.0,1.5,1.0,0.0010427545308627645,250.0,20,2010,4,1971,2008,1971.0,3,1,0,0,3,1,0,12,2,2,0,2,1,0,12,13,2,3,4,1,4,4,4,3,6,1,0,1,4,3,6,2,1,1,5,5,2,0,0,0,8,4,4,4,6,72,58,58
160,FV,73.5,2117,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,1.0773705035361534,Unf,0.0,1.0773705035361534,1.1092239152696295,GasA,Ex,Y,SBrkr,769,804,0,1573,0,0,2,1,3,1,Gd,5,Typ,0,Does Not Have,Detchd,2000.0,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2010,WD,Normal,1,2,3,1,2,0,2,2,1,4,4,4,5,5,3,2,4,3,1,6,1,4,3,0,3,3,0,7,2769,5.0,32,1,0,0,0,30,6,3,0,6.672538189118591,1,10,0,1,177500,224283.8576837785,12.0,10,0.7430325932923949,314.6,9,0.0,9438,0.0,2.5,0.0,0.001442423816995617,220.0,160,2010,6,2000,2000,2000.0,1,1,0,3,3,4,0,21,2,2,3,5,1,0,8,8,1,2,4,2,3,4,4,3,6,1,0,1,4,2,6,0,5,3,5,5,2,0,0,0,8,4,1,4,8,101,50,87
20,RL,129.0,16737,Pave,Does Not Have,Reg,Lvl,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1.1357776772356567,Unf,0.0,1.0936617999322824,1.1476426472723185,GasA,Ex,Y,SBrkr,1980,0,0,1980,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2004.0,Fin,3,770,TA,TA,Y,194,45,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,9,2006,WD,Normal,1,2,3,1,5,0,2,2,3,4,4,4,11,4,3,2,5,3,3,6,1,4,4,4,3,3,0,7,4730,4.5,239,2,0,0,16,45,6,4,0,6.819343651512224,1,1,0,1,315000,310695.6776328819,20.0,2,0.11830077074744579,247.5,11,0.0,17820,0.0,2.0,1.0,0.000579617498622383,256.6666666666667,20,2006,9,2004,2005,2004.0,3,1,0,3,3,3,0,16,2,2,0,2,3,0,12,13,1,2,4,2,1,4,0,3,6,1,0,1,4,0,6,3,1,1,5,5,2,0,0,0,8,4,4,0,11,105,55,91
70,RL,51.0,9842,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1.0999309767694505,1.0999309767694505,GasA,Ex,Y,SBrkr,990,1611,0,2601,0,0,3,1,4,1,TA,8,Typ,0,Does Not Have,BuiltIn,1998.0,RFn,2,621,TA,TA,Y,183,0,301,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2008,WD,Normal,1,2,3,1,6,0,2,2,2,4,4,4,10,4,2,2,3,2,1,1,1,4,2,0,3,3,0,7,3834,7.0,484,2,0,0,0,30,4,2,2,1.0,1,10,0,0,189000,146897.47672979595,17.5,87,0.26427555374923795,325.125,13,0.0,13005,0.0,3.5,0.0,0.0011110413906762126,310.5,70,2008,5,1921,1998,1998.0,3,1,0,3,3,4,0,18,1,2,0,5,1,0,8,14,2,3,4,0,4,1,4,6,6,1,0,1,4,3,6,0,3,2,5,5,2,0,0,0,8,4,10,2,7,25,48,85
